s,x,y,psi,kappa,v
23.800062,7.318737573402113,-6.565690959561594,-1.99562,0.0,3.0
23.899711,7.275067926808122,-6.66239382300319,-1.974098,0.0,3.0
23.999344,7.241797154750341,-6.741209387271238,-2.021059,0.0,3.0
24.098945,7.205234485505139,-6.817692780198993,-2.070506,0.0,3.0
24.198575,7.165233302719073,-6.891792175521333,-2.121941,0.0,3.0
24.298222,7.1071579584906,-6.9867035265548365,-2.08319,0.0,3.0
24.397835,7.055882472451413,-7.077945250652036,-2.066358,0.0,3.0
24.497437,7.00632618347833,-7.169697583417936,-2.050765,0.0,3.0
24.597031,6.960876151772425,-7.257011929950257,-2.054627,0.0,3.0
24.696672,6.909605879153535,-7.355007453605215,-2.018099,0.0,3.0
24.796312,6.864477956285865,-7.449165748095361,-2.002183,0.0,3.0
24.895908,6.816091429380076,-7.555463090063998,-1.944837,0.0,3.0
24.995524,6.77462955715428,-7.662093200861949,-1.895512,0.0,3.0
25.095154,6.747957893652416,-7.7424891560517075,-1.945288,0.0,3.0
25.194731,6.713613730219492,-7.830011674066761,-1.963814,0.0,3.0
25.294332,6.677236337467912,-7.917843555876029,-1.978924,0.0,3.0
25.393958,6.635305226846213,-8.014974827513715,-1.95836,0.0,3.0
25.493594,6.593954528843005,-8.116730842326298,-1.92435,0.0,3.0
25.593241,6.558422551059046,-8.213052229348067,-1.914287,0.0,3.0
25.69289,6.526277521935311,-8.303010924004848,-1.928019,0.0,3.0
25.792536,6.489939924134717,-8.400458133901667,-1.913498,0.0,3.0
25.892115,6.456287096062356,-8.49478360469255,-1.9116,0.0,3.0
25.99176,6.424774299379722,-8.58378061019289,-1.929045,0.0,3.0
26.091405,6.392117968964087,-8.671193391314672,-1.950152,0.0,3.0
26.191049,6.35789762231888,-8.757250907211754,-1.973594,0.0,3.0
26.290672,6.319345936079429,-8.847735900933364,-1.977819,0.0,3.0
26.390319,6.290785165091117,-8.916637356773153,-2.061476,0.0,3.0
26.489954,6.249967106511325,-8.993593184004634,-2.103239,0.0,3.0
26.589579,6.22021268348344,-9.048630561112361,-2.227229,0.0,3.0
26.689016,6.202697652889561,-9.082067134187252,-2.436281,0.0,3.0
26.788369,6.185645751897424,-9.107436841852508,-2.671524,0.0,3.0
26.887856,6.173327980139256,-9.125920829819677,-2.941915,0.0,3.0
26.987177,6.147382483815299,-9.139896970015025,-3.181258,0.0,3.0
27.086705,6.047933483815299,-9.135949970015027,-3.181258,0.0,3.0
