s,x,y,psi,kappa,v
24.497437,7.893337774473301,-7.631444740887062,-2.050765,0.0,0.9996999999999999
24.597031,7.846093556062501,-7.722189473618574,-2.054627,0.0,0.9996999999999999
24.696672,7.811224984083532,-7.787538365351115,-2.018099,0.0,0.9996999999999999
24.796312,7.772862901141863,-7.867300644929402,-2.002183,0.0,0.9996999999999999
24.895908,7.746951203500209,-7.920839718928447,-1.944837,0.0,0.9996999999999999
24.995524,7.722371165958316,-7.981132137265427,-1.895512,0.0,0.9996999999999999
25.095154,7.678652391521547,-8.108286574897196,-1.945288,0.0,0.9996999999999999
25.194731,7.637370000943244,-8.212992551257312,-1.963814,0.0,0.9996999999999999
25.294332,7.595101943792135,-8.314734887007178,-1.978924,0.0,0.9996999999999999
25.393958,7.561137113079104,-8.392910428420821,-1.95836,0.0,0.9996999999999999
25.493594,7.532103431813898,-8.462962897244566,-1.92435,0.0,0.9996999999999999
25.593241,7.500008242094582,-8.549825723605451,-1.914287,0.0,0.9996999999999999
25.69289,7.463147700271805,-8.652688302364853,-1.928019,0.0,0.9996999999999999
25.792536,7.431790165860868,-8.736491052170683,-1.913498,0.0,0.9996999999999999
25.892115,7.398775190366118,-8.8290233271732,-1.9116,0.0,0.9996999999999999
25.99176,7.361286804250962,-8.934414790243405,-1.929045,0.0,0.9996999999999999
26.091405,7.321019248951133,-9.04152083024391,-1.950152,0.0,0.9996999999999999
26.191049,7.277867062483085,-9.149240995297614,-1.973594,0.0,0.9996999999999999
26.290672,7.237649154824933,-9.243613657875269,-1.977819,0.0,0.9996999999999999
26.390319,7.172797659366469,-9.387863374669037,-2.061476,0.0,0.9996999999999999
26.489954,7.111538739841744,-9.501229195959834,-2.103239,0.0,0.9996999999999999
26.589579,7.01238551002599,-9.658927384702963,-2.227229,0.0,0.9996999999999999
26.689016,6.850967746202146,-9.84347759255754,-2.436281,0.0,0.9996999999999999
26.788369,6.6385921047012335,-9.998974615298494,-2.671524,0.0,0.9996999999999999
26.887856,6.371683076003113,-10.106051053791756,-2.941915,0.0,0.9996999999999999
26.987177,6.1077257759772365,-10.139110333377483,-3.181258,0.0,0.9996999999999999
27.086705,5.919519235743021,-10.12594846060926,-3.181258,0.0,0.9996999999999999
